Date,Site_Code,Sample_Code,Subset_Sample_Code ,Lot_Code,Order,Family,Abundance,Notes,ID_Student,Date_ID,Replicate,,
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S,HC-ET-28.05.18-S-2,Diptera,Brachycera,3,H5,Charlotte,summer 2018,R_1_nc,,don't know which one this was - cant use (mislabelled before)
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S,HC-ET-28.05.18-S-3,Diptera,Chironomidae,171,H6,Charlotte,summer 2018,R_1_nc,,don't know which one this was - cant use (mislabelled before)
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S,HC-ET-28.05.18-S-4,Araneae,-,1,H7,Charlotte,summer 2018,R_1_nc,,don't know which one this was - cant use (mislabelled before)
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S,HC-ET-28.05.18-S-5,Coleoptera,Bruchidae,1,H8,Charlotte,summer 2018,R_1_nc,,don't know which one this was - cant use (mislabelled before)
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S,HC-ET-28.05.18-S-6,Coleoptera,Anobiidae,1,H9,Charlotte,summer 2018,R_1_nc,,don't know which one this was - cant use (mislabelled before)
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S(1),,Trichoptera,Hydropsychidae,17,Many in sample,Jess,summer 2020,R_2,USE,
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S(1),,Hemiptera,Gerridae,1,,Jess,summer 2020,R_2,USE,
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S(1),,Coleoptera,Curculionidae,1,,Jess,summer 2020,R_2,USE,
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S(1),,Coleoptera,Carabidae,1,,Jess,summer 2020,R_2,USE,
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S(1),,Diptera,Chironomidae,302,,Jess,summer 2020,R_2,USE,
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S(1),,Araneae,,1,,Jess,summer 2020,R_2,USE,
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S(1),,Coleoptera,Staphylinidae,1,,Jess,summer 2020,R_2,USE,
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S(1),,Coleoptera,Elmidae,1,,Jess,summer 2020,R_2,USE,
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S(1),,Plecoptera,Perlodidae,1,,Jess,summer 2020,R_2,USE,
2018-05-28,HC,HC-ET-28.05.18,HC-ET-28.05.18-S(1),,Diptera,Anthomyiidae,1,,Jess,summer 2020,R_2,USE,
2018-05-31,HC,HC-ET-31.05.18,,,Trichoptera,Hydropsychidae,3,,Jess,summer 2020,R_1,,
2018-05-31,HC,HC-ET-31.05.18,,,Diptera,Chironomidae,207,,Jess,summer 2020,R_1,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,AT-ET-31.05.18-S-1,Trichoptera,Mollannidae,1,I3,Charlotte,summer 2018,R_1,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,AT-ET-31.05.18-S-2,Diptera,Brachycera,1,I4,Charlotte,summer 2018,R_1,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,AT-ET-31.05.18-S-3,Plecoptera,Perlidae,6,I5,Charlotte,summer 2018,R_1,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,AT-ET-31.05.18-S-4,Araneae,-,3,I6,Charlotte,summer 2018,R_1,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,AT-ET-31.05.18-S-5,Diptera,Chironomidae,30,I7,Charlotte,summer 2018,R_1,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,AT-ET-31.05.18-S-6,Diptera,Cecidomyiidae,1,I8,Charlotte,summer 2018,R_1,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,AT-ET-31.05.18-S-7,Hymenoptera,Chalcidoidae,1,I9,Charlotte,summer 2018,R_1,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,,Coleoptera,Elateridae,1,,Jess,summer 2020,R_2,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,,Plecoptera,Perlodidae,8,,Jess,summer 2020,R_2,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,,Araneae,,2,,Jess,summer 2020,R_2,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,,Diptera,Chironomidae,23,,Jess,summer 2020,R_2,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,,Diptera,Simuliidae,2,,Jess,summer 2020,R_2,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,,Diptera,Chloropidae,1,,Jess,summer 2020,R_2,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,,Collembola,,2,,Jess,summer 2020,R_2,,
2018-05-31,AT,AT-ET-31.05.18,AT-ET-31.05.18-S,,Coleoptera,Chrysomelidae,1,,Jess,summer 2020,R_2,,
2018-05-31,EP4,EP4-ET-31.05.18,EP4-ET-31.05.18-S,EP4-ET-31.05.18-S-1,Diptera,Chironomidae,147,,Charlotte,summer 2018,R_1,,
2018-05-31,EP4,EP4-ET-31.05.18,EP4-ET-31.05.18-S,EP4-ET-31.05.18-S-2,Ephemeroptera,,1,,Charlotte,summer 2018,R_1,,
2018-05-31,EP4,EP4-ET-31.05.18,EP4-ET-31.05.18-S,,Coleoptera,Chrysomelidae,4,"3 blue,1 green",Jess,summer 2020,R_2,,
2018-05-31,EP4,EP4-ET-31.05.18,EP4-ET-31.05.18-S,,Diptera,Chironomidae,163,,Jess,summer 2020,R_2,,
2018-05-31,EP4,EP4-ET-31.05.18,EP4-ET-31.05.18-S,,Trichoptera,Hydropsychidae,3,,Jess,summer 2020,R_2,,
2018-05-31,EP4,EP4-ET-31.05.18,EP4-ET-31.05.18-S,,Araneae,,1,,Jess,summer 2020,R_2,,
2018-05-31,EP4,EP4-ET-31.05.18,EP4-ET-31.05.18-S,,Diptera,Cecidomyiidae,1,,Jess,summer 2020,R_2,,
2018-05-31,EP4,EP4-ET-15.10.18,EP4-ET.15.10.18-S,,Gastropoda,,3,,Jess,summer 2020,R_2,,
2018-05-31,EP4,EP4-ET-15.10.18,EP4-ET.15.10.18-S,,Diptera,Chironomidae,29,,Jess,summer 2020,R_2,,
2018-05-31,HC,HC-ET-31.05.18,HC-ET-31.05.18-S,HC-ET-31.05.18-S-1,Trichoptera,Hydropsychidae,9,I10,Charlotte,summer 2018,R_1*,WHERE IS THIS VIAL,
2018-05-31,HC,HC-ET-31.05.18,HC-ET-31.05.18-S,HC-ET-31.05.18-S-2,Diptera,Chironomidae,392,J1,Charlotte,summer 2018,R_1*,WHERE IS THIS VIAL,
2018-05-31,HC,HC-ET-31.05.18,HC-ET-31.05.18-S,HC-ET-31.05.18-S-3,Coleoptera,Carabidae,1,,Charlotte,summer 2018,R_1*,WHERE IS THIS VIAL,
2018-05-31,HC,HC-ET-31.05.18,HC-ET-31.05.18-S,HC-ET-31.05.18-S-4,Coleoptera,Curculionidae,1,,Charlotte,summer 2018,R_1*,WHERE IS THIS VIAL,
2018-05-31,HC,HC-ET-31.05.18,HC-ET-31.05.18-S,HC-ET-31.05.18-S-5,Araneae,,1,,Charlotte,summer 2018,R_1*,WHERE IS THIS VIAL,
2018-05-31,HC,HC-ET-31.05.18,HC-ET-31.05.18-S,HC-ET-31.05.18-S-6,Trichoptera,Polycentropodidae,1,,Charlotte,summer 2018,R_1*,WHERE IS THIS VIAL,
2018-05-31,HC,HC-ET-31.05.18,HC-ET-31.05.18-S,HC-ET-31.05.18-S-7,Diptera,Simulidae,1,,Charlotte,summer 2018,R_1*,WHERE IS THIS VIAL,
2018-05-31,HC,HC-ET-31.05.18,HC-ET-31.05.18-S,HC-ET-31.05.18-S-8,Lepidoptera,,1,,Charlotte,summer 2018,R_1*,WHERE IS THIS VIAL,
2018-05-31,HC,HC-ET-31.05.18,HC-ET-31.05.18-S,HC-ET-31.05.18-S-9,Hymenoptera,Adrenidae,1,,Charlotte,summer 2018,R_1*,WHERE IS THIS VIAL,
2018-05-31,HC,HC-ET-31.05.18,HC-ET-31.05.18-S,HC-ET-31.05.18-S-10,Ephemeroptera,,2,,Charlotte,summer 2018,R_1*,WHERE IS THIS VIAL,
2018-06-04,AT,AT-ET-04.06.18,AT-ET-04.06.18-S,AT-ET-04.06.18-S-1,Diptera,Chironomidae,21,,Charlotte,summer 2018,R_1,,
2018-06-04,AT,AT-ET-04.06.18,AT-ET-04.06.18-S,AT-ET-04.06.18-S-2,Diptera,Simuliidae,1,,Charlotte,summer 2018,R_1,,
2018-06-04,AT,AT-ET-04.06.18,AT-ET-04.06.18-S,AT-ET-04.06.18-S-3,Plecoptera,Perlidae,4,,Charlotte,summer 2018,R_1,,
2018-06-04,AT,AT-ET-04.06.18,AT-ET-04.06.18-S,,Diptera,Tipulidae,1,,Jess,summer 2020,R_2,,
2018-06-04,AT,AT-ET-04.06.18,AT-ET-04.06.18-S,,Trichoptera,Phryganeidae,1,,Jess,summer 2020,R_2,,
2018-06-04,AT,AT-ET-04.06.18,AT-ET-04.06.18-S,,Diptera,Chironomidae,6,,Jess,summer 2020,R_2,,
2018-06-04,AT,AT-ET-04.06.18,AT-ET-04.06.18-S,,Plecoptera,Perlodidae,2,,Jess,summer 2020,R_2,,
2018-06-04,EP4,EP4-ET-04.06.18,EP4-ET-04.06.18-S,EP4-ET-04.06.18-S-1,Trichoptera,Hydropsychidae,1,,Charlotte,summer 2018,R_1,,
2018-06-04,EP4,EP4-ET-04.06.18,EP4-ET-04.06.18-S,EP4-ET-04.06.18-S-2,Ephemeroptera,Baetidae,37,*Need to confirm with Tommy,Charlotte,summer 2019,R_1,,
2018-06-04,EP4,EP4-ET-04.06.18,,,Araneae,,3,,Charlotte,summer 2020,R_1,,
2018-06-04,EP4,EP4-ET-04.06.18,,,Gastropoda,,2,,Charlotte,summer 2021,R_1,,
2018-06-04,EP4,EP4-ET-04.06.18,,,Diptera,Chironomidae,135,,Charlotte,summer 2022,R_1,,
2018-06-04,EP4,EP4-ET-04.06.18,,,Hemiptera,Cicadellidae,1,,Charlotte,summer 2023,R_1,,
2018-06-04,EP4,EP4-ET-04.06.18,,,Diptera,Simuliidae,1,,Charlotte,summer 2024,R_1,,
2018-06-04,EP4,EP4-ET-04.06.18,EP4-ET-04.06.18-S,,Coleoptera,Buprestidae,2,"Not 100% certain, could be chrysomelidae",Jess,summer 2020,R_2,,
2018-06-04,EP4,EP4-ET-04.06.18,EP4-ET-04.06.18-S,,Diptera,Chironomidae,105,,Jess,summer 2020,R_2,,
2018-06-04,EP4,EP4-ET-04.06.18,EP4-ET-04.06.18-S,,Araneae,,1,,Jess,summer 2020,R_2,,
2018-06-04,EP4,EP4-ET-04.06.18,EP4-ET-04.06.18-S,,Trichoptera,Hydropsychidae,1,,Jess,summer 2020,R_2,,
2018-06-04,EP4,EP4-ET-04.06.18,EP4-ET-04.06.18-S,,Ephemeroptera,Baetidae,2,,Jess,summer 2020,R_2,,
2018-06-04,HC,HC-ET-04.06.18,HC-ET-04.06.18-S,HC-ET-04.06.18-S-1,Trichoptera,Hydropsychidae,2,,Charlotte,summer 2018,R_1,,
2018-06-04,HC,HC-ET-04.06.18,HC-ET-04.06.18-S,HC-ET-04.06.18-S-2,Diptera,Chironomidae,114,,Charlotte,summer 2018,R_1,,
2018-06-04,HC,HC-ET-04.06.18,HC-ET-04.06.18-S,HC-ET-04.06.18-S-3,Plecoptera,Perlidae,1,,Charlotte,summer 2018,R_1,,
2018-06-04,HC,HC-ET-04.06.18,HC-ET-04.06.18-S,,Diptera,Chironomidae,115,,Jess,summer 2020,R_2,,
2018-06-04,HC,HC-ET-04.06.18,HC-ET-04.06.18-S,,Trichoptera,Hydropsychidae,4,,Jess,summer 2020,R_2,,
2018-06-04,HC,HC-ET-04.06.18,HC-ET-04.06.18-S,,Coleoptera,Curculionidae,1,,Jess,summer 2020,R_2,,
2018-06-04,HC,HC-ET-04.06.18,HC-ET-04.06.18-S,,Coleoptera,Hydrophilidae,1,,Jess,summer 2020,R_2,,
2018-06-07,AT,AT-ET-07.06.18,,,Diptera,Chironomidae,14,A8,Tommy,2018-11-28,R_2,,
2018-06-07,AT,AT-ET-07.06.18,,,Diptera,Scianidae,5,A9,,2018-11-28,R_2,,
2018-06-07,AT,AT-ET-07.06.18,AT-ET-07.06.18-S,,Araneae,,1,,Jess,summer 2020,R_3,,
2018-06-07,AT,AT-ET-07.06.18,AT-ET-07.06.18-S,,Diptera,Chironomidae,9,,Jess,summer 2020,R_3,,
2018-06-07,AT,AT-ET-07.06.18,AT-ET-07.06.18-S,,Plecoptera,Perlodidae,1,,Jess,summer 2020,R_3,,
2018-06-07,EP4,EP4-ET-07.06.18,,,Diptera,Chironomidae,21,A3,Tommy,2018-11-27,R_2,,
2018-06-07,EP4,EP4-ET-07.06.18,,,Hymenoptera,Chalcicoidea,1,A4,,2018-11-27,R_2,,
2018-06-07,EP4,EP4-ET-07.06.18,,,Collembola,,1,A5,,2018-11-27,R_2,,
2018-06-07,EP4,EP4-ET-07.06.18,,,Coleoptera,Staphylinidae,1,A6,,2018-11-27,R_2,,
2018-06-07,EP4,EP4-ET-07.06.18,,,Hemiptera,,1,Larva; A7,,2018-11-27,R_2,,
2018-06-07,EP4,EP4-ET-07.06.18,EP4-ET-07.06.18-S,,Gastropoda,,2,,Jess,summer 2020,R_3,,
2018-06-07,EP4,EP4-ET-07.06.18,EP4-ET-07.06.18-S,,Hemiptera,Gerridae,1,,Jess,summer 2020,R_3,,
2018-06-07,EP4,EP4-ET-07.06.18,EP4-ET-07.06.18-S,,Ephemeroptera,Baetidae,5,,Jess,summer 2020,R_3,,
2018-06-07,EP4,EP4-ET-07.06.18,EP4-ET-07.06.18-S,,Coleoptera,Curculionidae,1,,Jess,summer 2020,R_3,,
2018-06-07,EP4,EP4-ET-07.06.18,EP4-ET-07.06.18-S,,Trichoptera,Phryganeidae,1,"Not 100% certain, very large trichoptera",Jess,summer 2020,R_3,,
2018-06-07,EP4,EP4-ET-07.06.18,EP4-ET-07.06.18-S,,Diptera,Chironomidae,63,,Jess,summer 2020,R_3,,
2018-06-07,EP4,EP4-ET-07.06.18,EP4-ET-07.06.18-S,,Diptera,Ceratopogonidae,1,,Jess,summer 2020,R_3,,
2018-06-07,HC,HC-ET-07.06.18,,,Diptera,Chironomidae,19,A1,Tommy,2018-11-27,R_3,,
2018-06-07,HC,HC-ET-07.06.18,,,Trichoptera,Hydropsychidae,1,A2,,2018-11-27,R_3,,
2018-06-07,HC,HC-ET-07.06.18,HC-ET-07.06.18-S,,Coleoptera,Curculionidae,2,Elytra destroyed on 1,Jess,summer 2020,R_4,,
2018-06-07,HC,HC-ET-07.06.18,HC-ET-07.06.18-S,,Diptera,Chironomidae,8,,Jess,summer 2020,R_4,,
2018-06-07,HC,HC-ET-07.06.18,HC-ET-07.06.18-S,,Coleoptera,Chrysomelidae,1,,Jess,summer 2020,R_4,,
2018-06-07,HC,HC-ET-07.06.18,HC-ET-07.06.18-S,,Hymenoptera,Sphecidae,1,,Jess,summer 2020,R_4,,
2018-06-07,AT,AT-ET-07-06-18,,,Diptera,Chironomidae,26,,Charlotte,2018-07-04,R_1,,
2018-06-07,AT,AT-ET-07-06-18,,,Diptera,Simuliidae,2,,Charlotte,2018-07-04,R_1,,
2018-06-07,AT,AT-ET-07-06-18,,,Hemiptera,Cicadellidae,1,,Charlotte,2018-07-04,R_1,,
2018-06-07,HC,HC-ET-07-06-18,,,Trichoptera,Hydropsychidae,2,,Charlotte,2018-07-04,R_1,,
2018-06-07,HC,HC-ET-07-06-18,,,Diptera,Chironomidae,61,,Charlotte,2018-07-04,R_1,,
2018-06-07,AT,AT-ET-07-06-18,,,Hymenoptera,Chalcidoidea,1,,Charlotte,2018-07-04,R_1,,
2018-06-07,AT,AT-ET-07-06-18,,,Diptera,Brachycera,1,,Charlotte,2018-07-04,R_1,,
2018-06-07,HC,HC-ET-07-06-18,,,Diptera,Chironominidae,29,,Charlotte,2018-07-17,R_2,,
2018-06-07,HC,HC-ET-07-06-18,,,Ephemeroptera,Ephemerellidae,1,,Charlotte,2018-07-17,R_2,,
2018-06-07,EP4,EP4-ET-07-06-18,,,Gastropoda,,3,,Charlotte,2018-07-17,R_1,,
2018-06-07,EP4,EP4-ET-07-06-18,,,Diptera,Chironominidae,87,,Charlotte,2018-07-17,R_1,,
2018-06-07,EP4,EP4-ET-07-06-18,,,Diptera,Mycetophilidae,1,,Charlotte,2018-07-17,R_1,,
2018-06-07,EP4,EP4-ET-07-06-18,,,Ephemeroptera,Isonychiidae,1,,Charlotte,2018-07-17,R_1,,
2018-06-07,EP4,EP4-ET-07-06-18,,,Ephemeroptera,Baetidae,2,,Charlotte,2018-07-17,R_1,,
2018-06-11,AT,AT-ET-11-06-18,,,Diptera,Tipulidae,2,,Jess,2019-11-11,R_2,,
2018-06-11,AT,AT-ET-11-06-18,,,Diptera,Asilidae,1,,Jess,2019-11-11,R_2,,
2018-06-11,AT,AT-ET-11-06-18,,,Diptera,Chironomidae,6,,Jess,2019-11-11,R_2,,
2018-06-11,AT,AT-ET-11-06-18,,,Collembola,,1,,Jess,2019-11-11,R_2,,
2018-06-11,AT,AT-ET-11-06-18,,,Diptera,Calliphoridae,1,,Jess,2019-11-11,R_2,,
2018-06-11,AT,AT-ET-11-06-18,,,Diptera,Simulidae,2,,Jess,2019-11-11,R_2,,
2018-06-11,AT,AT-ET-11-06-18,,,Diptera,Empidoidea,1,,Jess,2019-11-11,R_2,,
2018-06-11,EP4,EP4-ET-11.06.18,EP4-ET-11.06.18-S,,Gastropoda,,5,,Jess,07-08-2020,R_2,,
2018-06-11,EP4,EP4-ET-11.06.18,EP4-ET-11.06.18-S,,Coleoptera,Curculionidae,1,,Jess,07-08-2020,R_2,,
2018-06-11,EP4,EP4-ET-11.06.18,EP4-ET-11.06.18-S,,Ephemeroptera,Baetidae,14,,Jess,07-08-2020,R_2,,
2018-06-11,EP4,EP4-ET-11.06.18,EP4-ET-11.06.18-S,,Hymenoptera,Formicidae,1,,Jess,07-08-2020,R_2,,
2018-06-11,EP4,EP4-ET-11.06.18,EP4-ET-11.06.18-S,,Coleoptera,Chrysomelidae,1,,Jess,07-08-2020,R_2,,
2018-06-11,EP4,EP4-ET-11.06.18,EP4-ET-11.06.18-S,,Trichoptera,Phryganeidae,1,,Jess,07-08-2020,R_2,,
2018-06-11,EP4,EP4-ET-11.06.18,EP4-ET-11.06.18-S,,Trichoptera,Hydropsychidae,1,,Jess,07-08-2020,R_2,,
2018-06-11,EP4,EP4-ET-11.06.18,EP4-ET-11.06.18-S,,Diptera,Chironomidae,13,,Jess,07-08-2020,R_2,,
2018-06-11,EP4,EP4-ET-11.06.18,EP4-ET-11.06.18-S,,Araneae,,1,,Jess,07-08-2020,R_2,,
2018-06-11,HC,HC-ET-11.06.18,HC-ET-11.06.18-S,,Araneae,,2,,Jess,summer 2020,R_2,,
2018-06-11,HC,HC-ET-11.06.18,HC-ET-11.06.18-S,,Coleoptera,Curculionidae,5,,Jess,summer 2020,R_2,,
2018-06-11,HC,HC-ET-11.06.18,HC-ET-11.06.18-S,,Diptera,Chironomidae,22,,Jess,summer 2020,R_2,,
2018-06-11,HC,HC-ET-11.06.18,HC-ET-11.06.18-S,,Trichoptera,Hydropsychidae,7,,Jess,summer 2020,R_2,,
2018-06-11,AT,AT-ET-11-06-18,,,Diptera,Brachycera,3,,Charlotte,2018-07-17,R_1,,
2018-06-11,AT,AT-ET-11-06-18,,,Diptera,Chironominidae,42,,Charlotte,2018-07-17,R_1,,
2018-06-11,AT,AT-ET-11-06-18,,,Collembola,,3,,Charlotte,2018-07-17,R_1,,
2018-06-11,AT,AT-ET-11-06-18,,,Diptera,Tipulidae,1,,Charlotte,2018-07-17,R_1,,
2018-06-11,AT,AT-ET-11-06-18,,,Diptera,Ptychopteridae,1,,Charlotte,2018-07-17,R_1,,
2018-06-11,AT,AT-ET-11-06-18,,,Ephemeroptera,,1,,Charlotte,2018-07-17,R_1,,
2018-06-11,HC,HC-ET-11-06-18,,,Diptera,Dytiscidae,1,,Charlotte,2018-07-18,R_1,,
2018-06-11,HC,HC-ET-11-06-18,,,Trichoptera,Hydropsychidae,5,,Charlotte,2018-07-18,R_1,,
2018-06-11,HC,HC-ET-11-06-18,,,Coleoptera,Curculionidae,7,,Charlotte,2018-07-18,R_1,,
2018-06-11,HC,HC-ET-11-06-18,,,Diptera,Chironominidae,84,,Charlotte,2018-07-18,R_1,,
2018-06-11,HC,HC-ET-11-06-18,,,Plecoptera,Perlodidae,1,,Charlotte,2018-07-18,R_1,,
2018-06-11,HC,HC-ET-11-06-18,,,Diptera,Brachycera,2,,Charlotte,2018-07-18,R_1,,
2018-06-11,HC,HC-ET-11-06-18,,,Coleoptera,Latridiidae,1,,Charlotte,2018-07-18,R_1,,
2018-06-11,HC,HC-ET-11-06-18,,,Collembola,,2,,Charlotte,2018-07-18,R_1,,
2018-06-11,EP4,EP4-ET-11-06-18,,,Lepidoptera,,1,,Charlotte,2018-07-18,R_1,,
2018-06-11,EP4,EP4-ET-11-06-18,,,Gastropoda,,1,,Charlotte,2018-07-18,R_1,,
2018-06-11,EP4,EP4-ET-11-06-18,,,Aranae,,3,,Charlotte,2018-07-18,R_1,,
2018-06-11,EP4,EP4-ET-11-06-18,,,Ephemeroptera,Baetidae,11,,Charlotte,2018-07-18,R_1,,
2018-06-11,EP4,EP4-ET-11-06-18,,,Diptera,Chironominidae,21,,Charlotte,2018-07-18,R_1,,
2018-06-11,EP4,EP4-ET-11-06-18,,,Coleoptera,Latridiidae,1,,Charlotte,2018-07-18,R_1,,
2018-06-14,AT,AT-ET-14-06-18,,,Diptera,Calliphoridae,1,,Jess,2019-11-07,R_1,,
2018-06-14,AT,AT-ET-14-06-18,,,Diptera,Anthomyiidae,1,,Jess,2019-11-07,R_1,,
2018-06-14,AT,AT-ET-14-06-18,,,Diptera,Tipulidae,3,,Jess,2019-11-07,R_1,,
2018-06-14,AT,AT-ET-14-06-18,,,Coleoptera,Curculionidae,1,,Jess,2019-11-07,R_1,,
2018-06-14,AT,AT-ET-14-06-18,,,Diptera,Chironomidae,29,,Jess,2019-11-07,R_1,,
2018-06-14,AT,AT-ET-14-06-18,,,Diptera,Blephariceridae,1,,Jess,2019-11-07,R_1,,
2018-06-14,AT,AT-ET-14-06-18,,,Diptera,Tephritidae,1,,Jess,2019-11-07,R_1,,
2018-06-14,AT,AT-ET-14-06-18,,,Plecoptera,Perlodidae,1,,Jess,2019-11-07,R_1,,
2018-06-14,AT,AT-ET-14-06-18,,,Collembola,,1,,Jess,2019-11-07,R_1,,
2018-06-14,EP4,EP4-ET-14.06.18,EP4-ET-14.06.18-S,,Trichoptera,Hydropsychidae,3,,Jess,summer 2020,R_1,,
2018-06-14,EP4,EP4-ET-14.06.18,EP4-ET-14.06.18-S,,Hemiptera,Cicadellidae,1,,Jess,summer 2020,R_1,,
2018-06-14,EP4,EP4-ET-14.06.18,EP4-ET-14.06.18-S,,Gastropoda,,2,,Jess,summer 2020,R_1,,
2018-06-14,EP4,EP4-ET-14.06.18,EP4-ET-14.06.18-S,,Ephemeroptera,Baetidae,16,,Jess,summer 2020,R_1,,
2018-06-14,EP4,EP4-ET-14.06.18,EP4-ET-14.06.18-S,,Coleoptera,Anobiidae,1,,Jess,summer 2020,R_1,,
2018-06-14,EP4,EP4-ET-14.06.18,EP4-ET-14.06.18-S,,Diptera,Chironomidae,14,,Jess,summer 2020,R_1,,
2018-06-14,EP4,EP4-ET-14.06.18,EP4-ET-14.06.18-S,,Coleoptera,Buprestidae,1,"Unsure, could be chrysomelidae",Jess,summer 2020,R_1,,
2018-06-14,EP4,EP4-ET-14.06.18,EP4-ET-14.06.18-S,,Orthoptera,Acrididae,1,Nymph,Jess,summer 2020,R_1,,
2018-06-14,EP4,EP4-ET-14.06.18,EP4-ET-14.06.18-S,,Diptera,Dolichopodidae,1,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Hemiptera,Gerridae,1,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Hymenoptera,Formicidae,1,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Coleoptera,Curculionidae,4,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Trichoptera,Hydropsychidae,4,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Coleoptera,Buprestidae,1,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Coleoptera,Cantharidae,1,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Coleoptera,Hydrophilidae,1,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Coleoptera,Scolytinae,1,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Diptera,Chironomidae,84,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Lepidoptera,unknown,1,No ID to key this individual,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Araneae,,2,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Coleoptera,Coccinellidae,1,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Thysanoptera,,1,No ID key,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Collembola,,1,,Jess,summer 2020,R_1,,
2018-06-14,HC,HC-ET-14.06.18,HC-ET-14.06.18-S,,Diptera,Tachinidae,1,,Jess,summer 2020,R_1,,
2018-06-18,AT,AT-ET-18.06.18,,,Diptera,Chironomidae,4,,Jess,2019-11-14,R_2 ,,
2018-06-21,AT,AT-ET-21.06.18,,,Diptera,Chironomidae,3,,Jess,2019-11-14,R_2,,
2018-06-18,EP4,EP4-ET-18.06.18,EP4-ET-18.06.18-S,,Gastropoda,,1,,Jess,Summer 2020,R_2,,
2018-06-18,EP4,EP4-ET-18.06.18,EP4-ET-18.06.18-S,,Araneae,,1,,Jess,Summer 2020,R_2,,
2018-06-18,EP4,EP4-ET-18.06.18,EP4-ET-18.06.18-S,,Diptera,,8,,Jess,Summer 2020,R_2,,
2018-06-18,EP4,EP4-ET-18.06.18,EP4-ET-18.06.18-S,,Ephemeroptera,Baetidae,2,,Jess,Summer 2020,R_2,,
2018-06-18,HC,HC-ET-18.06.18,HC-ET-18.06.18-S,,Trichoptera,Hydropsychidae,2,,Jess,Summer 2020,R_1,,
2018-06-18,HC,HC-ET-18.06.18,HC-ET-18.06.18-S,,Coleoptera,Ptinidae,1,,Jess,Summer 2020,R_1,,
2018-06-18,HC,HC-ET-18.06.18,HC-ET-18.06.18-S,,Diptera,Chironomidae,68,,Jess,Summer 2020,R_1,,
2018-06-18,HC,HC-ET-18.06.18,HC-ET-18.06.18-S,,Diptera,Simuliidae,2,,Jess,Summer 2020,R_1,,
